"state","class","gender","age","paid","logpaid"
"STATE 02","C1 ","F",52,937.31,6.84301407063823
"STATE 06","C7B","M",52,930.88,6.83613037530684
"STATE 13","C1B","F",52,927.36,6.83234183969226
"STATE 17","C7C","F",52,919.99,6.82436280041879
"STATE 06","C7 ","F",52,913.34,6.81710820995744
"STATE 03","C71","F",52,913.08,6.81682349997643
"STATE 04","C71","M",52,896.83,6.79886632347319
"STATE 15","C71","M",52,896.16,6.79811896846152
"STATE 02","C1A","M",52,895.01,6.79683489139679
"STATE 02","C71","F",52,894.54,6.79630961966836
"STATE 04","C7 ","F",52,894.35,6.79609719743925
"STATE 15","C11","F",52,888.6,6.78964719050181
"STATE 02","C71","M",52,880.5,6.78048992793626
"STATE 02","C7B","F",52,877.83,6.7774529530201
"STATE 15","C71","M",52,871.59,6.77031912985183
"STATE 03","C1 ","M",52,868.7,6.76699784126587
"STATE 17","C71","M",52,865.15,6.76290290230266
"STATE 17","C7B","M",52,850.29,6.74557746776749
"STATE 02","C71","M",52,848.25,6.74317540366434
"STATE 06","C1 ","F",52,837.33,6.73021825802034
"STATE 15","C1B","F",52,831.03,6.72266589528685
"STATE 15","C71","M",52,828.26,6.71932711475638
"STATE 15","C7 ","F",52,816.3,6.70478193445731
"STATE 10","C7B","M",52,810,6.69703424766648
"STATE 04","C7 ","M",52,806.24,6.69238146493229
"STATE 02","C7B","F",52,800,6.68461172766793
"STATE 03","C71","F",52,800,6.68461172766793
"STATE 10","C1 ","M",52,797.04,6.6809048657366
"STATE 03","C7 ","F",52,789.28,6.67112113748543
"STATE 15","C1C","M",52,783.29,6.663502997791
"STATE 03","C11","M",52,779.49,6.65863985967917
"STATE 15","C7 ","M",52,778.22,6.65700926055431
"STATE 15","C71","F",52,777.74,6.65639227809303
"STATE 15","C7 ","F",52,775,6.65286302935335
"STATE 07","C7B","M",52,771.06,6.64776619154711
"STATE 15","C7B","M",52,765.49,6.64051615165513
"STATE 03","C1 ","M",52,763.53,6.63795241661759
"STATE 15","C7B","M",52,762.63,6.63677298575277
"STATE 15","C71","M",52,755.29,6.62710178145948
"STATE 03","C11","F",52,752.32,6.62316176535171
"STATE 15","C11","M",52,750,6.62007320653036
"STATE 02","C1B","M",52,744.69,6.61296802440031
"STATE 13","C1B","M",52,741,6.60800062529609
"STATE 07","C71","F",52,739.14,6.60548734820194
"STATE 03","C7B","M",52,732.64,6.59665444890879
"STATE 15","C7B","F",52,727.11,6.58907777282784
"STATE 06","C71","M",52,727.02,6.58895398747149
"STATE 04","C7 ","F",52,721.25,6.58098581782231
"STATE 02","C7B","F",52,720.61,6.58009807554216
"STATE 17","C7A","F",52,717.05,6.57514557317522
"STATE 15","C71","M",52,708.94,6.56377089671699
"STATE 06","C7B","F",52,706.04,6.55967189311208
"STATE 02","C71","M",52,675,6.51471269087253
"STATE 03","C7C","M",52,675,6.51471269087253
"STATE 15","C1B","M",52,674.44,6.51388271690978
"STATE 02","C1B","F",52,671.72,6.50984158702681
"STATE 04","C7B","F",52,669.45,6.50645647974339
"STATE 15","C72","M",52,663.88,6.49810141025252
"STATE 07","C7 ","F",52,650,6.47697236288968
"STATE 04","C7 ","M",52,648.93,6.47532485264352
"STATE 15","C1 ","F",52,647,6.4723462945009
"STATE 06","C1 ","M",52,631.71,6.44843042807855
"STATE 04","C7C","M",52,628.83,6.44386094990058
"STATE 06","C7B","M",52,627.8,6.44222164440785
"STATE 15","C7 ","M",52,627.19,6.44124952503154
"STATE 02","C7 ","M",52,613.22,6.41872376225182
"STATE 15","C71","M",52,612.29,6.41720602648708
"STATE 15","C7 ","F",52,600,6.39692965521615
"STATE 03","C1B","F",52,597.08,6.39205110776504
"STATE 14","C11","M",52,596.1,6.39040843822588
"STATE 02","C7 ","F",52,589.6,6.37944434087513
"STATE 10","C1B","M",52,588.47,6.37752594834063
"STATE 15","C1A","M",52,588.32,6.37727101755296
"STATE 15","C1 ","F",52,578.97,6.36125066275913
"STATE 15","C71","M",52,564.22,6.33544424636216
"STATE 15","F1 ","F",52,562.82,6.33295986121152
"STATE 06","C7C","M",52,558.45,6.32516508898684
"STATE 15","C71","M",52,556.82,6.32224202791535
"STATE 04","C7A","F",52,547.9,6.30609278854437
"STATE 02","C11","M",52,538.16,6.28815591371735
"STATE 06","C7 ","M",52,528.83,6.27066701915217
"STATE 01","C7 ","M",52,523.73,6.26097628434972
"STATE 01","C71","M",52,504.91,6.22438019557089
"STATE 17","C71","M",52,504.63,6.2238254874718
"STATE 15","C71","F",52,504.47,6.22350837320891
"STATE 02","C1B","M",52,500,6.21460809842219
"STATE 04","C7B","M",52,497.37,6.20933421591948
"STATE 04","C7 ","M",52,497,6.20859002609663
"STATE 02","C11","M",52,496.92,6.20842904734548
"STATE 06","C1 ","M",52,490,6.19440539110467
"STATE 02","C71","F",52,487.8,6.18990548578182
"STATE 12","C7B","F",52,487.51,6.18931080304803
"STATE 02","C1B","F",52,483.74,6.1815475722957
"STATE 02","C7 ","M",52,470.99,6.15483686236852
"STATE 03","C7 ","M",52,464.86,6.14173628498628
"STATE 15","C1B","F",52,459.88,6.13096558588554
"STATE 04","C72","M",52,442.7,6.0928923397381
"STATE 03","C7B","M",52,436.37,6.07849050732461
"STATE 10","C7B","M",52,428.52,6.06033741139436
"STATE 15","C1 ","M",52,427.46,6.05786071674766
"STATE 04","C7B","M",52,427.35,6.05760334961203
"STATE 02","C1B","F",52,427.3,6.05748634264998
"STATE 06","C1 ","F",52,420,6.04025471127741
"STATE 02","C1B","M",52,405.33,6.00470155013998
"STATE 03","C7B","F",52,403.56,6.00032517554018
"STATE 10","C71","M",52,403.14,5.99928389616011
"STATE 03","C1B","M",52,401.79,5.99592956406714
"STATE 17","C71","F",52,400.47,5.99263885733575
"STATE 15","C71","F",52,400,5.99146454710798
"STATE 15","C71","M",52,399.57,5.99038896888105
"STATE 15","C11","F",52,398.25,5.98707994879016
"STATE 12","C2 ","F",52,392.09,5.97149140527502
"STATE 07","C71","M",52,384.77,5.95264575317435
"STATE 15","C71","M",52,381.94,5.94526352820727
"STATE 02","F7 ","M",52,381.39,5.94382247363014
"STATE 15","C1B","M",52,381.25,5.94345532792162
"STATE 15","C1B","M",52,362.15,5.89205849064134
"STATE 07","C7B","M",52,356.87,5.87737156980425
"STATE 04","C71","M",52,355.86,5.87453739507869
"STATE 04","C71","M",52,354.8,5.87155425043542
"STATE 10","C11","M",52,351.12,5.86112804537998
"STATE 02","C1 ","M",52,350,5.85793315448346
"STATE 07","F71","F",52,336,5.8171111599632
"STATE 02","C7B","F",52,324.54,5.78240879511139
"STATE 12","C1B","F",52,322.48,5.77604111880891
"STATE 02","C1B","M",52,312.28,5.74390022125209
"STATE 02","C1B","F",52,310.9,5.73947131706471
"STATE 06","C1B","M",52,296.86,5.69326064719662
"STATE 12","C1B","M",52,295.32,5.68805951419096
"STATE 06","C7 ","M",52,291.08,5.67359814347889
"STATE 15","C7 ","F",52,291.01,5.67335763084222
"STATE 15","C2 ","F",52,287.02,5.65955189974279
"STATE 17","C7 ","F",52,272.48,5.60756521691438
"STATE 02","C1B","M",52,267.27,5.58825938340066
"STATE 07","C71","F",52,260.61,5.56302503693994
"STATE 06","C1 ","F",52,258.09,5.55330836130137
"STATE 02","C7 ","M",52,250,5.52146091786225
"STATE 15","C2 ","F",52,235.95,5.4636199181724
"STATE 02","C1B","M",52,227.61,5.42763363801809
"STATE 15","C11","F",52,204.29,5.31954055299956
"STATE 02","C1B","M",52,200,5.29831736654804
"STATE 15","C1B","M",52,198.61,5.2913431028107
"STATE 06","C1B","F",52,175,5.16478597392351
"STATE 15","C71","F",52,170.73,5.14008336128314
"STATE 04","C71","F",52,125,4.8283137373023
"STATE 15","C7 ","F",52,123.32,4.81478260301795
"STATE 06","C1A","F",52,90.64,4.50689561671975
"STATE 07","C71","M",52,85.38,4.44711188132982
"STATE 15","C11","F",52,42.59,3.75161948393512
"STATE 15","C11","M",52,9.5,2.2512917986065
"STATE 13","C1B","M",51,16140.95,9.68911480006698
"STATE 02","C71","M",51,12582.27,9.4400439591272
"STATE 02","C7B","M",51,11936.29,9.38733861839504
"STATE 17","C71","F",51,11055.99,9.31072764152079
"STATE 12","C1B","F",51,10836.4,9.29066611651408
"STATE 10","C1B","M",51,10218.82,9.23198639720911
"STATE 02","C11","M",51,9963.09,9.20664254342772
"STATE 13","C7B","M",51,9523.22,9.16148830589087
"STATE 10","C1 ","F",51,8687.61,9.06965315166339
"STATE 12","C1B","M",51,8534.72,9.05189782859785
"STATE 15","C7 ","F",51,7807.72,8.96286826679418
"STATE 17","C71","F",51,7758.57,8.95655331784541
"STATE 13","C7B","M",51,7141.83,8.87372432501476
"STATE 15","C7 ","M",51,6937.9,8.84475441405021
"STATE 04","C71","F",51,6890.65,8.83792069918064
"STATE 10","C1 ","M",51,6884.15,8.83697694675121
"STATE 04","C7A","M",51,6731.46,8.81454733818965
"STATE 14","C11","F",51,6706.5,8.81083248434214
"STATE 12","C1A","F",51,6500.9,8.77969590783728
"STATE 06","C7B","F",51,6381.34,8.7611333856333
"STATE 15","C7B","M",51,6345.53,8.75550590699887
"STATE 06","C7B","M",51,6193.21,8.73120880961554
"STATE 02","C7B","M",51,6083.65,8.71336012378224
"STATE 06","C1B","M",51,5906.95,8.68388490273781
"STATE 15","C7C","M",51,5691.37,8.64670627142561
"STATE 02","C1B","M",51,5643.51,8.63826149134414
"STATE 15","C11","M",51,5489.32,8.61055966526561
"STATE 10","C11","M",51,5389.99,8.59229880861375
"STATE 17","C71","M",51,5124.67,8.54182141168957
"STATE 10","C1B","F",51,5031.57,8.52348734162879
"STATE 15","C7B","F",51,4990.66,8.51532344452844
"STATE 15","C7B","F",51,4933.88,8.50388097575584
"STATE 15","C1B","M",51,4914.98,8.500042963397
"STATE 17","C7B","M",51,4912.47,8.49953214928864
"STATE 15","C1B","M",51,4885.31,8.49398802203352
"STATE 03","C11","M",51,4778,8.47177732788576
"STATE 13","C7B","M",51,4648.92,8.4443902135408
"STATE 06","C7 ","F",51,4617.68,8.4376476934468
"STATE 06","C1 ","M",51,4531.64,8.41883918386478
"STATE 15","C71","F",51,4460.55,8.40302735579667
"STATE 06","C7C","F",51,4406.56,8.39084961869574
"STATE 15","C7 ","F",51,4345.64,8.37692832259477
"STATE 10","C1C","M",51,4216.14,8.34667529650098
"STATE 02","C7C","F",51,4158.09,8.33281111320535
"STATE 17","C71","M",51,4157.65,8.33270528979086
"STATE 06","C7B","M",51,4097.87,8.31822260550406
"STATE 10","C1 ","M",51,4043.29,8.30481399598255
"STATE 04","C71","M",51,3864,8.25945819533241
"STATE 13","C7 ","M",51,3858.47,8.25802601082532
"STATE 07","C71","F",51,3846.6,8.25494492022127
"STATE 02","C11","M",51,3759.82,8.2321263628976
"STATE 17","C71","F",51,3729.71,8.22408576162605
"STATE 15","C11","F",51,3650.51,8.20262216284316
"STATE 02","C1B","F",51,3562.93,8.17833851904742
"STATE 04","C7 ","F",51,3407.25,8.13366079330762
"STATE 03","C7 ","F",51,3375.12,8.1241861582301
"STATE 02","C71","M",51,3311.53,8.10516559722267
"STATE 06","C7A","M",51,3296.29,8.10055287259576
"STATE 15","C7 ","F",51,3280.39,8.09571759674888
"STATE 02","C71","M",51,3259.71,8.08939351334863
"STATE 12","C7B","F",51,3181.1,8.06498232791016
"STATE 02","C1B","M",51,3139.38,8.05178060717674
"STATE 15","C71","M",51,3110.34,8.04248732395661
"STATE 06","C7 ","F",51,3037.06,8.01864522118909
"STATE 07","C7A","F",51,3012.69,8.01058864634947
"STATE 07","C7 ","F",51,2971.4,7.99678850120325
"STATE 17","F71","M",51,2953.78,7.99084098503016
"STATE 03","C7B","F",51,2885.43,7.96742921462959
"STATE 02","C11","F",51,2883.95,7.96691616122265
"STATE 17","C71","F",51,2883.17,7.96664566225445
"STATE 14","C11","F",51,2784.06,7.93166557294621
"STATE 15","C1 ","M",51,2771.98,7.92731714527655
"STATE 10","C7B","F",51,2742.6,7.91666165456575
"STATE 02","C1B","M",51,2737.75,7.91489169415587
"STATE 17","C71","F",51,2693.15,7.89846679122328
"STATE 04","C7 ","F",51,2676.31,7.89219425908275
"STATE 17","C71","M",51,2649.87,7.88226586117318
"STATE 02","C7 ","F",51,2637.04,7.87741235499061
"STATE 12","C71","F",51,2636.06,7.8770406571236
"STATE 04","C71","M",51,2630.23,7.87482657381955
"STATE 15","C7 ","M",51,2624,7.87245515006398
"STATE 02","C7B","F",51,2620,7.87092959675514
"STATE 13","C7 ","M",51,2618.61,7.87039892162085
"STATE 15","C7B","F",51,2613.43,7.86841881378816
"STATE 10","C71","M",51,2612.98,7.86824661145382
"STATE 12","C11","M",51,2572.15,7.85249740403019
"STATE 02","C71","M",51,2568.88,7.8512252852365
"STATE 15","C1 ","M",51,2545,7.84188592898462
"STATE 06","C1B","M",51,2530.16,7.83603782082865
"STATE 17","C71","M",51,2497.95,7.82322567447239
"STATE 02","C1 ","F",51,2465.76,7.81025535538707
"STATE 06","C7B","M",51,2465,7.80994708647679
"STATE 04","C7 ","F",51,2455.58,7.80611826487121
"STATE 13","C7 ","M",51,2449.76,7.80374533955679
"STATE 15","C1A","M",51,2395.98,7.78154761195509
"STATE 06","C7B","F",51,2375.51,7.77296743025819
"STATE 03","C7 ","M",51,2330.36,7.75377804106262
"STATE 02","C1 ","M",51,2305,7.74283595543075
"STATE 07","C7 ","F",51,2299.6,7.74049047374914
"STATE 17","C7B","F",51,2285.29,7.73424820993615
"STATE 07","C71","M",51,2263.37,7.72461013204796
"STATE 02","C7B","M",51,2232.12,7.71070708549686
"STATE 06","C7B","M",51,2230.84,7.71013347514181
"STATE 12","C1B","M",51,2182.08,7.68803382933229
"STATE 06","C1 ","F",51,2149,7.67275789664251
"STATE 06","C11","M",51,2131,7.66434663209862
"STATE 13","C7B","F",51,2107.68,7.65334309548152
"STATE 02","C7B","F",51,2100,7.64969262371151
"STATE 15","C7 ","F",51,2036.48,7.61897810626931
"STATE 17","C71","F",51,2011.07,7.60642219771981
"STATE 10","C71","M",51,1973.7,7.58766523276006
"STATE 15","C71","M",51,1942.91,7.57194212818111
"STATE 14","C11","M",51,1899.84,7.54952495108231
"STATE 15","C11","F",51,1899,7.54908271081229
"STATE 15","C71","M",51,1895.52,7.54724848620645
"STATE 13","C7C","M",51,1885.16,7.54176797691656
"STATE 04","C71","F",51,1862.47,7.52965884274144
"STATE 02","C7B","M",51,1821.77,7.50756383494491
"STATE 06","C1A","M",51,1812.69,7.50256720882101
"STATE 01","C7 ","M",51,1784.33,7.48679827361219
"STATE 03","C7 ","M",51,1776.97,7.4826649456261
"STATE 14","C71","M",51,1774.02,7.48100343676313
"STATE 10","C7C","M",51,1767.51,7.47732705546335
"STATE 03","F71","F",51,1764,7.47533923656674
"STATE 04","C7B","M",51,1755.97,7.47077668976666
"STATE 01","C7 ","M",51,1745.59,7.46484788637312
"STATE 03","C71","M",51,1732.5,7.45732073106406
"STATE 12","C1 ","M",51,1709.33,7.44385675985249
"STATE 15","C7C","M",51,1695.68,7.4358391193044
"STATE 15","C1B","M",51,1637.78,7.40109694525829
"STATE 15","C1B","M",51,1623.82,7.39253667714028
"STATE 03","C7 ","M",51,1603.93,7.38021214657641
"STATE 02","C7 ","F",51,1600.38,7.37799638002921
"STATE 10","C1 ","M",51,1593,7.37337430991005
"STATE 14","C7 ","M",51,1572.94,7.36070175865628
"STATE 04","C7 ","M",51,1558.24,7.35131225821289
"STATE 06","C7B","F",51,1553.72,7.34840733451301
"STATE 14","C71","F",51,1552.58,7.34767334227068
"STATE 12","C11","F",51,1552.3,7.3474929810324
"STATE 04","C7A","M",51,1549.73,7.34583600119145
"STATE 04","F71","M",51,1540.04,7.33956366909633
"STATE 15","C71","F",51,1515.16,7.32327632292812
"STATE 15","C11","F",51,1513.24,7.32200832645655
"STATE 13","C7B","M",51,1501.77,7.31439969143749
"STATE 07","C7 ","M",51,1500,7.3132203870903
"STATE 02","C7B","F",51,1466.35,7.29053159883561
"STATE 13","C71","F",51,1460.05,7.28622596069132
"STATE 02","C71","M",51,1454.49,7.28241060269677
"STATE 12","C1B","M",51,1449.51,7.27898084726858
"STATE 04","C7B","M",51,1432.1,7.26689717748466
"STATE 15","C7 ","M",51,1430.98,7.26611480321839
"STATE 06","C1 ","M",51,1426.3,7.26283895752938
"STATE 15","C11","M",51,1403.65,7.24683126575911
"STATE 17","C72","F",51,1400,7.24422751560335
"STATE 15","C1B","M",51,1390.79,7.23762721000144
"STATE 06","C71","F",51,1374,7.22548147278229
"STATE 06","C1 ","M",51,1365.5,7.21927594091376
"STATE 04","C7B","M",51,1352.71,7.20986526668999
"STATE 17","C7B","F",51,1351.65,7.20908134734916
"STATE 03","C71","M",51,1314.22,7.18099861273178
"STATE 14","C1 ","M",51,1274.23,7.15009735358981
"STATE 06","C7B","M",51,1268.49,7.1455824956815
"STATE 02","C7 ","F",51,1268.1,7.14527499624085
"STATE 13","C7A","M",51,1263.03,7.14126887503751
"STATE 03","C7 ","F",51,1261.14,7.13977135279994
"STATE 04","C7 ","F",51,1237.92,7.12118783080114
"STATE 15","C7C","M",51,1235.76,7.119441444406
"STATE 07","C7 ","F",51,1234.85,7.11870478419564
"STATE 15","C1B","F",51,1216.36,7.10361807134276
"STATE 15","C1B","F",51,1200.15,7.09020182796424
"STATE 14","C7 ","M",51,1196.85,7.0874483844224
"STATE 10","C7 ","M",51,1185.21,7.07767525305835
"STATE 02","F1 ","M",51,1170.23,7.06495558966883
"STATE 15","C1B","M",51,1152.73,7.04988832112065
"STATE 15","C11","M",51,1148.76,7.04643837874626
"STATE 17","C71","M",51,1147.64,7.04546293885007
"STATE 01","C7 ","M",51,1137.42,7.03651781868153
"STATE 12","C1B","M",51,1123.29,7.02401715826658
"STATE 02","C1 ","F",51,1116.57,7.01801676523967
"STATE 15","C7A","M",51,1103.79,7.00650499135211
"STATE 04","C7B","F",51,1094.62,6.9981625500576
"STATE 04","C7C","F",51,1086.87,6.99105728475294
"STATE 03","C11","M",51,1082.09,6.98664963524482
"STATE 13","C1A","F",51,1077.83,6.98270503958966
"STATE 15","C7B","F",51,1074.61,6.97971308403962
"STATE 14","C71","F",51,1071.95,6.97723469875194
"STATE 04","C7 ","M",51,1064.18,6.96995982852579
"STATE 15","C1B","F",51,1048.92,6.9555163423804
"STATE 17","C7 ","F",51,1044.75,6.95153290132802
"STATE 15","C7 ","F",51,1040.44,6.94739897958669
"STATE 15","C1C","F",51,1019.18,6.92675366139145
"STATE 15","C7B","F",51,1013.06,6.92073073250453
"STATE 02","C7 ","M",51,995.3,6.90304419925202
"STATE 15","C71","F",51,995.03,6.90277288745784
"STATE 17","C71","M",51,989.29,6.89698751412081
"STATE 13","C7B","F",51,973.11,6.88049712821127
"STATE 04","C7B","F",51,972.85,6.88022990791738
"STATE 15","C7 ","M",51,970.7,6.87801746071818
"STATE 04","F71","F",51,968.8,6.87605819223888
"STATE 02","C11","F",51,968.58,6.87583108139749
"STATE 15","C11","M",51,965,6.87212810133899
"STATE 04","C7 ","M",51,958.04,6.86488953075265
"STATE 15","C7B","M",51,944,6.8501261661455
"STATE 03","C7 ","M",51,941.92,6.84792034527995
"STATE 02","C7C","M",51,925.51,6.83034493692547
"STATE 15","C11","M",51,919.7,6.82404752990865
"STATE 15","C7B","M",51,908.1,6.81135450469578
"STATE 06","C71","F",51,900.27,6.80269471833331
"STATE 01","C71","M",51,894.5,6.79626490294877
"STATE 17","F71","M",51,894.33,6.79607483457949
"STATE 15","C71","F",51,874.04,6.77312614119867
"STATE 12","C1B","M",51,873.15,6.77210736238585
"STATE 02","C1B","F",51,870.75,6.76935490924611
"STATE 04","C71","F",51,866.37,6.76431206904851
"STATE 13","C1 ","F",51,863.08,6.76050738667118
"STATE 12","C2 ","M",51,862.33,6.7596380280292
"STATE 15","C1B","M",51,860.56,6.75758334012375
"STATE 15","C11","F",51,857.87,6.75445257285687
"STATE 02","C7B","F",51,854.1,6.7500482829521
"STATE 02","C71","F",51,852.32,6.74796204316869
"STATE 17","C7B","F",51,840.58,6.73409212975882
"STATE 15","C7 ","M",51,835.13,6.72758740135539
"STATE 15","C71","M",51,833.33,6.72542972218018
"STATE 15","C7B","F",51,824.05,6.71423120768019
"STATE 15","C7B","M",51,812.41,6.70000513883776
"STATE 17","C71","M",51,808.49,6.69516831035687
"STATE 06","C7 ","M",51,804.64,6.69039497242365
"STATE 07","C71","F",51,803.48,6.68895229376635
"STATE 03","C7B","F",51,802.66,6.68793121207827
"STATE 02","C71","M",51,785,6.66568371778241
"STATE 12","C1 ","M",51,783.52,6.66379658795401
"STATE 04","C71","F",51,769.15,6.64528600900176
"STATE 15","C11","M",51,768.07,6.64388087482748
"STATE 06","C7B","F",51,765.74,6.64084268653522
"STATE 02","C7B","F",51,762,6.63594655568665
"STATE 13","C11","F",51,750,6.62007320653036
"STATE 01","C71","M",51,748.73,6.6183784378876
"STATE 06","C7 ","F",51,747.82,6.61716230730439
"STATE 03","F1 ","M",51,746.67,6.61562332045673
"STATE 15","C1 ","F",51,736.48,6.60188208006893
"STATE 15","C71","M",51,730.49,6.59371554184312
"STATE 06","C1B","M",51,718.75,6.57751359211156
"STATE 04","C7B","M",51,715.64,6.57317724722162
"STATE 15","C11","F",51,714.74,6.57191884019864
"STATE 02","C71","F",51,713.73,6.57050473956186
"STATE 04","C7B","F",51,710.57,6.56606746485165
"STATE 06","C1 ","M",51,703.96,6.55672153636201
"STATE 07","C71","F",51,701.15,6.55272184417266
"STATE 06","C7 ","M",51,700.59,6.55192283718165
"STATE 15","C7 ","F",51,698.45,6.54886359417356
"STATE 06","C7 ","M",51,694.7,6.54348009769884
"STATE 04","C7B","M",51,692.34,6.54007716443463
"STATE 03","C7 ","F",51,689.92,6.53657564884052
"STATE 14","F71","M",51,689.9,6.53654665955206
"STATE 06","C1 ","F",51,681.91,6.52489768432596
"STATE 15","C7 ","F",51,660.76,6.49339068768694
"STATE 02","C11","F",51,645.97,6.47075306307577
"STATE 15","C1B","M",51,645.92,6.47067565710463
"STATE 14","C11","M",51,629.94,6.4456245767549
"STATE 02","C72","F",51,628.96,6.44406766167355
"STATE 02","C71","F",51,628.77,6.44376553005318
"STATE 15","C7B","M",51,622.64,6.43396850265113
"STATE 17","C71","M",51,612.03,6.41678130091875
"STATE 06","C7B","F",51,611.57,6.41602942118408
"STATE 15","C71","M",51,593.91,6.38672779273155
"STATE 15","C71","M",51,590.39,6.38078333547344
"STATE 15","C1B","M",51,581.33,6.36531858183942
"STATE 17","C7 ","M",51,570.67,6.34681110913801
"STATE 06","C11","F",51,568.31,6.34266704448822
"STATE 13","C2 ","F",51,568.01,6.34213902419998
"STATE 15","C1B","M",51,567.11,6.34055328843884
"STATE 15","C71","F",51,564.48,6.33590495337837
"STATE 17","C7 ","M",51,562.85,6.33301316280081
"STATE 10","C7A","M",51,560.2,6.32829386282601
"STATE 02","C11","M",51,550.15,6.31019096831592
"STATE 03","C7 ","F",51,545.4,6.30151947041149
"STATE 02","C7B","F",51,542.28,6.29578247321119
"STATE 06","C1A","M",51,540.39,6.29229110110358
"STATE 15","C71","M",51,536.77,6.28556969735954
"STATE 02","C72","F",51,528.44,6.26992927001015
"STATE 15","C7B","M",51,524.56,6.26255981595536
"STATE 17","C71","M",51,511.5,6.23734758539168
"STATE 15","C7B","M",51,511.17,6.23670221589526
"STATE 02","C11","F",51,507.76,6.23000889499821
"STATE 15","C1B","M",51,505.78,6.22610179213341
"STATE 03","C72","M",51,501.15,6.21690545747088
"STATE 06","C7 ","M",51,499.51,6.21362761790823
"STATE 12","C71","F",51,499.29,6.21318708926674
"STATE 03","C7 ","F",51,497.6,6.20979654142497
"STATE 06","C1 ","M",51,493.58,6.2016849531317
"STATE 17","C71","M",51,493.3,6.20111750823969
"STATE 06","C7A","M",51,488.96,6.1922806865381
"STATE 04","C71","M",51,485.95,6.18610573794948
"STATE 15","C1 ","F",51,485.05,6.18425197840729
"STATE 03","C7 ","F",51,479.69,6.17314006192842
"STATE 13","C11","M",51,476.67,6.16682442756839
"STATE 12","C1 ","M",51,468.9,6.15038952609554
"STATE 15","C7B","M",51,452.45,6.11467725979714
"STATE 15","C7B","M",51,448.77,6.10651050705448
"STATE 06","C7 ","M",51,436.59,6.07899453959334
"STATE 02","C71","F",51,431.88,6.06814777187894
"STATE 02","C71","M",51,419.27,6.03851510379926
"STATE 15","C1 ","M",51,411.45,6.01968750605172
"STATE 06","C1 ","M",51,404.7,6.00314605188182
"STATE 03","C7 ","F",51,400.25,5.99208935187682
"STATE 03","C71","M",51,395.22,5.97944257188066
"STATE 02","C7B","F",51,395.15,5.97926543965098
"STATE 06","C1B","F",51,392.7,5.97304596158396
"STATE 06","C7 ","M",51,389.87,5.96581335022245
"STATE 02","C7B","F",51,382.74,5.94735590748192
"STATE 15","C2 ","M",51,381.07,5.94298308528508
"STATE 07","C71","M",51,364.49,5.89849911623012
"STATE 10","C1 ","F",51,348.75,5.85435533313558
"STATE 15","C11","F",51,346.11,5.84675664360731
"STATE 15","C1A","M",51,343.12,5.83808024020863
"STATE 14","C1 ","F",51,343.01,5.83775960125991
"STATE 07","C71","M",51,337.12,5.82043895005588
"STATE 12","C7B","F",51,326.75,5.78919535250433
"STATE 06","C7B","F",51,323.12,5.77802377125516
"STATE 02","C1 ","F",51,311.11,5.74014654739213
"STATE 02","C1 ","F",51,309.02,5.73340599972227
"STATE 17","C7B","F",51,308.6,5.73204593992906
"STATE 15","F7 ","M",51,307.11,5.72720598959979
"STATE 14","C7 ","M",51,306.68,5.72580485869069
"STATE 15","C1B","M",51,260.94,5.5642904958376
"STATE 15","C71","M",51,257.18,5.54977622884229
"STATE 06","C1 ","M",51,256.44,5.54689471911906
"STATE 15","C11","F",51,255.15,5.54185160750998
"STATE 13","C1 ","F",51,245.28,5.5024004151235
"STATE 15","C11","F",51,216.05,5.37550986237794
"STATE 02","C7C","F",51,214.5,5.36830973836807
"STATE 10","C11","F",51,204,5.31811999384422
"STATE 15","C71","M",51,200,5.29831736654804
"STATE 15","C7B","M",51,182.86,5.20872083273628
"STATE 15","C1B","M",51,159.25,5.07047529445227
"STATE 10","C7 ","M",51,157.29,5.05809123525255
"STATE 15","C1 ","M",51,155.55,5.04696722334365
"STATE 15","C7A","F",51,100.51,4.61025722503665
"STATE 17","C71","M",51,100,4.60517018598809
"STATE 04","C7B","M",51,97.61,4.58097994718687
"STATE 06","C7 ","M",51,97,4.57471097850338
"STATE 15","C71","M",51,94.49,4.54849400879453
"STATE 06","C7 ","M",51,76.55,4.33794412210369
"STATE 13","C1A","F",51,73.29,4.29442417393776
"STATE 13","C7 ","M",51,65.44,4.18113369229449
"STATE 17","C7B","F",51,64.19,4.16184743532369
"STATE 06","C1 ","F",51,61.34,4.11643215868611
"STATE 13","C7B","M",51,55,4.00733318523247
"STATE 15","C71","F",50,16493.89,9.71074528827927
"STATE 06","C1A","M",50,12840.97,9.4603961195619
"STATE 04","C7B","F",50,11882.08,9.38278666176627
"STATE 02","C7 ","M",50,11714,9.36853998664973
"STATE 14","C71","M",50,9886.05,9.19887995151141
"STATE 15","C1B","M",50,9126.38,9.11892439989287
"STATE 15","C1B","M",50,8695.91,9.07060807916147
"STATE 02","C71","M",50,8676.89,9.06841844852056
"STATE 15","C1B","F",50,8332.26,9.0278900068868
"STATE 02","C71","F",50,8247.68,9.01768722765997
"STATE 03","C11","F",50,8185.88,9.0101659977707
"STATE 02","C11","M",50,8116.02,9.00159516521078
"STATE 07","C7 ","F",50,7681.88,8.94661958785179
"STATE 07","C71","F",50,7617.74,8.93823501676328
"STATE 15","C7B","M",50,7470.43,8.91870784005783
"STATE 15","C7B","M",50,7453.37,8.91642155808793
